tips,ll,lng,lat,clean_stem,lem_words,lem_type
"Best Cafe in Greenwhich West , London, I like it","51.4826054873,-0.0184906133449",51.4826054873,51.4826054873,"[best, cafe, greenwhich, west, london, like]",best cafe greenwhich west london,VB NN JJ NN NN
Quality friendly subway for those who don't wanna spend a small fortune in the O2 restaurants,"51.5006314811,0.0057006532634",51.5006314811,51.5006314811,"[qualiti, friendli, subway, wan, na, spend, small, fortun, restaur]",quality friendly subway do not wanna spend small fortune restaurant,NN JJ NN VB RB VB VB JJ NN NN
Breakfast special,"51.56845699,0.00966216657855",51.56845699,51.56845699,"[breakfast, special]",breakfast special,NN JJ
Cuban Chorizo Sandwich was really tasty. Take the hot sauce if you're into spice.,"51.5019508647,-0.0201185898298",51.5019508647,51.5019508647,"[cuban, chorizo, sandwich, wa, realli, tasti, take, hot, sauc, spice]",cuban chorizo sandwich be really tasty take hot sauce be spice,JJ NN NN VB RB JJ VB JJ NN VB NN
Chipotle chicken ciabatta is lush!,"51.4390907858,0.272455054465",51.4390907858,51.4390907858,"[chipotl, chicken, ciabatta, lush]",chipotle chicken ciabatta be lush,JJ NN NN VB JJ
"Cheap, average quality and clean.","51.5258536199,-0.0313950544747",51.5258536199,51.5258536199,"[cheap, averag, qualiti, clean]",cheap average quality clean,JJ NN NN JJ
The cheapest food you will find in the wharf.,"51.5049433377,-0.0197659200919",51.5049433377,51.5049433377,"[cheapest, food, find, wharf]",cheapest food find wharf,JJ NN VB NN
The chicken and egg baguette is the best.,"51.474846,-0.040967",51.474846,51.474846,"[chicken, egg, baguett, best]",chicken egg be best,NN NN VB JJ
Decent Cappuccino here if you want to try an independent coffee. Lots of pastries and sandwich selections. Also tucked away so if you want a quiet and private meeting this is the place to come.,"51.5031800906,-0.0185382736591",51.5031800906,51.5031800906,"[decent, cappuccino, want, tri, independ, coffe, lot, pastri, sandwich, select, also, tuck, away, want, quiet, privat, meet, thi, place, come]",decent cappuccino here want try independent coffee lot pastry sandwich selection also tuck away want quiet private meeting be place come,JJ NN RB VB VB JJ NN NN NN NN NN RB VB RB VB JJ JJ NN VB NN VB
The closest thing to Shoreditch in Hackney.,"51.5472569882,-0.0554703181994",51.5472569882,51.5472569882,"[closest, thing, shoreditch, hackney]",closest thing shoreditch hackney,JJ NN VB NN
"Light and cozy, good food, friendly staff, free wifi. Nice place for lunch","51.5297034811,-0.0834270646602",51.5297034811,51.5297034811,"[light, cozi, good, food, friendli, staff, free, wifi, nice, place, lunch]",light cozy good food friendly staff free wifi nice place lunch,NN JJ JJ NN JJ NN JJ NN JJ NN NN
everything was good but the mackerel and scallop starters stood out,"51.5401469666,-0.10261150109",51.5401469666,51.5401469666,"[everyth, wa, good, mackerel, scallop, starter, stood]",everything be good mackerel scallop starter stand,NN VB JJ NN NN NN VB
"The scotch quails egg is AMAZING, as is the lamb. Wonderful chilled atmosphere, and very friendly attentive servers.","51.522749208,-0.0805766012977",51.522749208,51.522749208,"[scotch, quail, egg, amaz, lamb, wonder, chill, atmospher, veri, friendli, attent, server]",scotch quail egg be amazing be lamb wonderful chill atmosphere very friendly attentive server,NN VB NN VB JJ VB NN JJ VB NN RB JJ JJ NN
Best cinammon buns in London,"51.5120159768,-0.126164360803",51.5120159768,51.5120159768,"[best, cinammon, bun, london]",best cinammon bun london,RB JJ NN NN
Use the basement toilet. Stare at the vintage album covers of terrible '70s Swedish rock bands & try to out shit them. Then spend the rest of your life trying to replicate their ironic awesomeness,"51.51880697,-0.140758461995",51.51880697,51.51880697,"[use, basement, toilet, stare, vintag, album, cover, terribl, swedish, rock, band, tri, shit, spend, rest, life, tri, replic, iron, awesom]",use basement toilet stare vintage album cover terrible swedish rock band try out shit then spend rest life try replicate ironic awesomeness,VB NN NN VB NN NN VB JJ JJ NN NN VB VB NN RB VB NN NN VB VB JJ NN
The misery of the whole experience isn't worth the cheep prices. Eat before you go or wait till you get home!,"51.4802299376,0.284187465862",51.4802299376,51.4802299376,"[miseri, whole, experi, worth, cheep, price, eat, befor, go, wait, till, get, home]",misery whole experience be not cheep price eat go wait get home,NN JJ NN VB RB JJ NN VB VB VB VB NN
"GQ recommends: If you want a wholesome, hearty breakfast then opt for the raggmunk (Swedish potato pancakes), bacon & lingonberry. Order the moreish blueberry smoothie to help wash it all down.","51.5088283951,-0.133295873227",51.5088283951,51.5088283951,"[gq, recommend, want, wholesom, hearti, breakfast, opt, raggmunk, swedish, potato, pancak, bacon, lingonberri, order, moreish, blueberri, smoothi, help, wash]",gq recommend want wholesome hearty breakfast then opt raggmunk swedish potato pancake bacon lingonberry order moreish blueberry smoothie help down,NN VB VB JJ JJ NN RB JJ NN NN NN NN NN JJ NN JJ NN NN VB RB
They revamped the place: worth the very effort. It's a beautiful shabby chic gastropub serving beautifully made cocktails. Timeout Black members get 50% off food.,"51.5196919929,-0.163982773426",51.5196919929,51.5196919929,"[revamp, place, worth, veri, effort, beauti, shabbi, chic, gastropub, serv, beauti, made, cocktail, timeout, black, member, get, food]",revamp place worth very effort beautiful shabby chic gastropub serve beautifully make cocktail timeout black member get food,VB NN VB RB NN JJ JJ JJ NN VB RB VB NN NN JJ NN VB NN
"We tried breakfast board and spicy poached eggs! Delicious delicious delicious!!! Friendly staff, Kupp is very lucky to have the lovely waitress Pilar!","51.5187203495,-0.173404546104",51.5187203495,51.5187203495,"[tri, breakfast, board, spici, poach, egg, delici, delici, delici, friendli, staff, kupp, veri, lucki, love, waitress, pilar]",try breakfast board spicy poach egg delicious delicious delicious friendly staff kupp be very lucky have lovely waitress pilar,VB NN NN JJ VB NN JJ JJ JJ JJ NN NN VB RB JJ VB JJ NN NN
Solid Scandinavia food,"51.4966785876,-0.143199041619",51.4966785876,51.4966785876,"[solid, scandinavia, food]",solid food,JJ NN
Lovely owner and the food is great. NB If you don't like dill you won't like the menu,"51.5194067114,-0.207656215157",51.5194067114,51.5194067114,"[love, owner, food, great, nb, like, dill, like, menu]",lovely owner food be great nb do not like dill not menu,JJ NN NN VB JJ NN VB RB VB NN RB NN
Healthy Scandinavian cuisine is unique in the area and an absolute favourite.,"51.521554898,-0.208880800653",51.521554898,51.521554898,"[healthi, scandinavian, cuisin, uniqu, area, absolut, favourit]",healthy scandinavian cuisine be unique area absolute favourite,JJ JJ NN VB JJ NN JJ NN
"Sadly average at best :( we had the poached eggs, which should be a triumph in a brunch place, but they disappointed. Not well cooked, hollandaise was tasteless, coffee bad too :(","51.4621562028,-0.112771920496",51.4621562028,51.4621562028,"[sadli, averag, best, poach, egg, triumph, brunch, place, disappoint, well, cook, hollandais, wa, tasteless, coffe, bad]",sadly average best have poach egg be triumph brunch place disappoint not well cook hollandaise be tasteless coffee bad too,RB JJ JJ VB VB NN VB NN NN NN VB RB RB VB NN VB JJ NN JJ RB
One of the most unique & interactive restaurants in London. Get your chance to chat with michelin starred chefs while preparing an amazing meal. http://bit.ly/R6dRRV,"51.5146762018,-0.104660574571",51.5146762018,51.5146762018,"[one, uniqu, interact, restaur, london, get, chanc, chat, michelin, star, chef, prepar, amaz, meal, http]",most unique interactive restaurant london get chance chat michelin star chef prepare amazing meal http bit ly drrv,RB JJ JJ NN NN VB NN NN NN VB NN VB JJ NN NN NN JJ NN
"Typical Ikea fare. Surprised, they serve soup here... alas watered coffee though... only the Cafe side has better coffee.","51.3803917191,-0.123763125046",51.3803917191,51.3803917191,"[typic, ikea, fare, surpris, serv, soup, ala, water, coffe, though, onli, cafe, side, ha, better, coffe]",typical ikea fare surprise serve soup here water coffee only cafe side have better coffee,JJ NN VB VB VB NN RB VB NN RB NN NN VB JJ NN
Meatballs .....so wrong ...so right....,"51.5534242396,-0.259852633737",51.5534242396,51.5534242396,"[meatbal, wrong, right]",meatball so wrong right,NN RB JJ RB
Veggie meat balls - pretty good,"51.5534115657,-0.259881093821",51.5534115657,51.5534115657,"[veggi, meat, ball, pretti, good]",veggie meat ball pretty good,NN NN NN RB JJ
All the Specials are fresh from Billingsgate Fish Market that morning. Order from the Specials Board for the best fish in the area by a mile,"51.5878823475,0.0281327376914",51.5878823475,51.5878823475,"[special, fresh, billingsg, fish, market, morn, order, special, board, best, fish, area, mile]",special be fresh billingsgate fish market morning order special board best fish area mile,NN VB JJ JJ NN NN NN NN NN NN JJ NN NN NN
Best fish and chips I've had. And try the calamari too! Where else could you get Calamari to takeaway.,"51.5371302314,-0.0445746320132",51.5371302314,51.5371302314,"[best, fish, chip, tri, calamari, els, could, get, calamari, takeaway]",best fish chip ve have try calamari too else get calamarus takeaway,JJ NN NN NN VB VB NN RB RB VB NN VB
Get a £10 gift voucher free!  http://www.lochfyne-restaurants.com/voucher-offer/voucher-offer-ten-pound/,"51.4398399858,0.268953327303",51.4398399858,51.4398399858,"[get, gift, voucher, free, http]",get gift voucher free http www lochfyne restaurant com voucher offer voucher offer pound,VB NN NN JJ NN VB JJ NN NN NN NN NN VB NN
"Enjoyed my pasta dish (although the pasta to seafood ratio was waaaay off). Appetizers were nice but didn't stand out. Wait staff are polite and helpful, but otherwise the restaurant is underwhelming.","51.5044051666,-0.0236248970032",51.5044051666,51.5044051666,"[enjoy, pasta, dish, although, pasta, seafood, ratio, wa, waaaay, appet, nice, stand, wait, staff, polit, help, otherwis, restaur, underwhelm]",enjoy pasta dish pasta seafood ratio be waaaay appetizer be nice do not stand out wait staff be polite helpful otherwise restaurant be underwhelm,VB NN JJ NN NN NN VB VB NN VB JJ VB RB VB RB VB NN VB JJ JJ RB NN VB VB
"Quaint little pub - Charles Dickens used to frequent. Great roasts at Sunday lunchtime. On other nights, a cracking seafood restaurant","51.5088799722,-0.0338766053863",51.5088799722,51.5088799722,"[quaint, littl, pub, charl, dicken, use, frequent, great, roast, sunday, lunchtim, night, crack, seafood, restaur]",quaint little pub charles dickens used frequent great roast sunday lunchtime other night crack seafood restaurant,JJ JJ NN NN NN VB JJ JJ NN NN NN JJ NN VB NN NN
"Great Cod fish, taste's delicious 👌😋","51.5426844417,-0.00725091375553",51.5426844417,51.5426844417,"[great, cod, fish, tast, delici]",great cod fish taste delicious,JJ NN JJ NN JJ
"The only food place around the area that takes Amex! Great for meeting people for breakfast, lovely for evening drinks and snack food. Great local!","51.5471927297,-0.0426770676745",51.5471927297,51.5471927297,"[onli, food, place, around, area, take, amex, great, meet, peopl, breakfast, love, even, drink, snack, food, great, local]",only food place area take amex great meeting person breakfast lovely evening drink snack food great local,JJ NN NN NN VB RB JJ NN NN NN JJ NN NN NN NN JJ JJ
"One of my favourite places for coffee, brunch, lunch or even a snack! Always great food & great service. Menu changes quite often but recommend the breakfast focaccia and any of the cakes for afters!","51.5334213383,-0.042883618063",51.5334213383,51.5334213383,"[one, favourit, place, coffe, brunch, lunch, even, snack, alway, great, food, great, servic, menu, chang, quit, often, recommend, breakfast, focaccia, ani, cake]",favourite place coffee brunch lunch even snack always great food great service menu change quite often recommend breakfast focaccia cake after,JJ NN NN NN NN RB NN RB JJ NN JJ NN NN NN RB RB VB NN NN NN NN
A great place to pick up a über healthy snack on the go or during lunch. They have an impressive selection of healthy snacks and meals. Great value too. Protein shakes for everyone!,"51.5047482928,-0.0182648169101",51.5047482928,51.5047482928,"[great, place, pick, über, healthi, snack, go, dure, lunch, impress, select, healthi, snack, meal, great, valu, protein, shake, everyon]",great place pick über healthy snack go lunch have impressive selection healthy snack meal great value too protein shake everyone,JJ NN VB NN JJ NN NN NN VB JJ NN JJ NN NN JJ NN RB NN VB NN
Great cappuccino. Don't order the crumpets though .. worst I've ever had. They were barely toasted at all and very limp!,"51.499084,-0.13843475841",51.499084,51.499084,"[great, cappuccino, order, crumpet, though, worst, ever, bare, toast, veri, limp]",great cappuccino don order crumpet worst ve ever have be barely toast very limp,JJ NN VB NN NN JJ NN RB VB VB RB VB RB JJ
"Quiet coffee place offers simple snacks, outside seatings and very good prices. Coffee is not bad at all","51.5180153501,-0.0268927308444",51.5180153501,51.5180153501,"[quiet, coffe, place, offer, simpl, snack, outsid, seat, veri, good, price, coffe, bad]",quiet coffee place offer simple snack seating very good price coffee be not bad,JJ NN NN VB JJ NN NN RB JJ NN NN VB RB JJ
Bar snacks are crazy prices. £5 gets you a few slices of bread and supermarket houmous. Other than that... decent beers and a nice place to spend an evening.,"51.5279079433,-0.0309351400684",51.5279079433,51.5279079433,"[bar, snack, crazi, price, get, slice, bread, supermarket, houmou, decent, beer, nice, place, spend, even]",bar snack be crazy price get few slice bread supermarket houmous other decent beer nice place spend evening,NN NN VB JJ NN VB JJ NN NN NN JJ JJ JJ NN JJ NN VB NN
